name,category,code,prediction,correct_option,match
fatina snack noci brasile sgusciate 150 g,ortofrutta frutta secca,01.1.6.8,01.2.1.0,True,False
pistacchio cal. 18-20 origine usa,ortofrutta frutta e vegetali secchi,01.1.6.9,,False,False
ventura big blond arachidi 250 g,ortofrutta frutta e vegetali secchi,01.1.6.9,01.2.1.0,False,False
"mix uva sultanina, mandorle, nocciole e noci g 150 verso natura bio conad",ortofrutta frutta e verdure biologiche,01.1.6.9,,False,False
noci sgusciate 70g verso natura bio conad,ortofrutta frutta e verdure biologiche,01.1.6.8,01.1.7.9,False,False
"semi di girasole, mandorle, goji e mirtilli 40 g conad",ortofrutta frutta secca,01.1.6.9,01.1.7.2,False,False
cameo snack friends arachidi 500 g,ortofrutta frutta secca,01.1.6.9,01.2.1.0,False,False
conad verso natura bio mix per colazione biologico 150 g,ortofrutta frutta e verdure biologiche,01.1.6.9,01.2.1.0,False,False
fatina snack frutta secca tostata al naturale mandorle 150 g,ortofrutta frutta secca,01.1.6.8,01.1.7.2,False,False
arachidi tostate e salate 300 g conad,ortofrutta frutta secca,01.1.6.9,01.1.9.1,False,False
noci brasiliane sgusciate origine bolivia,ortofrutta frutta e vegetali secchi,01.1.6.8,01.1.8.3,True,False
pinoli 40 g conad,ortofrutta frutta e vegetali secchi,01.1.6.8,01.2.1.0,False,False
mandorle sgusciate tostate leggermente salate 40 g,ortofrutta frutta secca,01.1.6.9,,False,False
conad pistacchi tostati e salati 150 g,ortofrutta frutta secca,01.1.6.9,01.1.7.2,False,False
nocciole tostate e pelate 30 g,ortofrutta frutta secca,01.1.6.9,01.1.7.2,True,False
ventura i nostri datteri di tunisi deglet nour 250 g,ortofrutta frutta e vegetali secchi,01.1.6.7,01.1.7.2,False,False
noberasco viva l'albicocca 200 g,ortofrutta frutta e vegetali secchi,01.1.6.7,01.2.1.0,False,False
energy mix 70 g,ortofrutta frutta secca,01.1.6.9,01.2.1.0,False,False
uva sultanina g 200 verso natura bio conad,ortofrutta frutta e verdure biologiche,01.1.6.7,01.2.1.0,False,False
conad verso natura bio semi di girasole biologici 150 g,ortofrutta frutta e verdure biologiche,01.1.9.4,01.1.7.2,False,False
noberasco viva la macedonia 200 g,ortofrutta frutta e vegetali secchi,01.1.6.9,,False,False
sunsweet prugne california premium denocciolate 250 g,ortofrutta frutta secca,01.1.6.7,01.1.8.3,False,False
pinoli 15 g,ortofrutta frutta secca,01.1.6.8,01.2.1.0,False,False
sunsweet ones una ad una prugne california denocciolate 200 g,ortofrutta frutta e vegetali secchi,01.1.6.7,01.1.6.4,False,False
conad verso natura bio noci sgusciate biologiche 70 g,ortofrutta frutta e verdure biologiche,01.1.6.8,01.1.7.2,False,False
arachidi 500 g conad,ortofrutta frutta secca,01.1.6.9,01.2.1.0,True,False
"conad mix energia uva sultanina, nocciole, noci, mandorle pelate 400 g",ortofrutta frutta secca,01.1.6.9,01.2.1.0,True,False
mix carica del mattino breakfast,ortofrutta frutta secca,01.1.6.9,01.2.1.0,True,False
ventura bbmix sprint 150 g,ortofrutta frutta e vegetali secchi,01.1.6.9,01.1.7.2,False,False
sapori & dintorni conad noci di sorrento 350 g,ortofrutta frutta secca,01.1.6.8,01.1.7.2,False,False
semi di zucca decorticati tostati salati 70 g,ortofrutta frutta secca,01.1.9.4,01.1.7.2,False,False
conad nocciole sgusciate 250 g,ortofrutta frutta secca,01.1.6.8,,False,False
conad noci sgusciate provenienza cile 80 g,ortofrutta frutta e vegetali secchi,01.1.6.8,01.1.7.2,False,False
fatina fitness mix snack energia dalla natura 150 g,ortofrutta frutta secca,01.1.6.9,,True,False
noberasco i misti bio ritmo 130 g,ortofrutta frutta e vegetali secchi,01.1.6.9,,False,False
sapori & dintorni conad nocciola piemonte igp tostata 80 g,ortofrutta frutta secca,01.1.6.9,01.1.7.2,False,False
conad verso natura bio mandorle pelate biologiche 70 g,ortofrutta frutta e verdure biologiche,01.1.6.8,01.1.7.3,False,False
cameo snack friends arachidi 300 g,ortofrutta frutta secca,01.1.6.9,,False,False
conad prugne con nocciolo extra large 500 g,ortofrutta frutta secca,01.1.6.7,01.1.6.6,False,False
semi di zucca 250 g conad,ortofrutta frutta secca,01.1.9.4,01.1.8.9,False,False
"conad verso natura bio mix per pane semi di sesamo, papavero e lino biologico 150 g",ortofrutta frutta e verdure biologiche,01.1.6.9,,False,False
wonderful pistachios pistacchi tostati non salati 250 g,ortofrutta frutta secca,01.1.6.9,,False,False
noberasco bio castagne 35 g,ortofrutta frutta e vegetali secchi,01.1.6.8,,False,False
melinda melamangio 100% mela essiccata rondelle 20 g,ortofrutta frutta fresca,01.1.6.7,01.1.6.5,False,False
"mandorle, anacardi, uvetta e zenzero 40 g conad",ortofrutta frutta secca,01.1.6.9,01.1.7.2,False,False
ginger a fette orig. cina,ortofrutta frutta e vegetali secchi,01.1.6.9,01.1.7.2,False,False
albicocche secche cal.1 origine turchia,ortofrutta frutta e vegetali secchi,01.1.6.7,01.1.7.2,False,False
mandorle sgusciate bio 30g fatina,ortofrutta frutta e verdure biologiche,01.1.6.8,01.1.7.2,False,False
"conad piacersi mandorle, anacardi, ananas e cranberries 40 g",ortofrutta frutta secca,01.1.6.9,,False,False
conad noci sgusciate provenienza california 80 g,ortofrutta frutta e vegetali secchi,01.1.6.8,01.1.7.2,False,False
conad mandorle sgusciate 250 g,ortofrutta frutta secca,01.1.6.8,01.1.7.2,False,False
cameo snack friends arachidi 200 g,ortofrutta frutta secca,01.1.6.9,02.1.1.0,False,False
conad anacardi tostati e salati 200 g,ortofrutta frutta secca,01.1.6.9,01.1.7.2,False,False
noberasco i misti bio fitness 130 g,ortofrutta frutta e vegetali secchi,01.1.6.9,01.2.1.0,False,False
conad noci sgusciate cile 250 g,ortofrutta frutta secca,01.1.6.8,01.1.7.2,False,False
noci jumbo california 500 g conad,ortofrutta frutta e vegetali secchi,01.1.6.8,01.1.7.2,False,False
prugne denocciolate 250 g conad,ortofrutta frutta secca,01.1.6.7,01.1.8.3,False,False
noberasco viva la prugna 400 g,ortofrutta frutta e vegetali secchi,01.1.6.7,01.1.7.2,False,False
mandorle pelate fatina 200g,ortofrutta frutta secca,01.1.6.8,01.1.7.2,False,False
ventura bbmix bellezza 150 g,ortofrutta frutta e vegetali secchi,01.1.6.9,01.2.1.0,False,False
conad verso natura bio uva sultanina biologica 200 g,ortofrutta frutta e verdure biologiche,01.1.6.7,01.1.7.2,False,False
anacardi origine vietnam,ortofrutta frutta e vegetali secchi,01.1.6.8,01.1.7.2,False,False
conad arachidi 250 g,ortofrutta frutta secca,01.1.6.9,01.1.8.3,True,False
arachidi salate tostate gemme di bonta,ortofrutta frutta secca,01.1.6.9,02.1.1.0,False,False
"conad piacersi noci pecan, mandorle e uva di corinto 40 g",ortofrutta frutta secca,01.1.6.9,01.1.7.2,True,False
noberasco i misti bio wellness 130 g,ortofrutta frutta e vegetali secchi,01.1.6.9,01.1.7.2,False,False
mandorle pelate 70g verso natura bio conad,ortofrutta frutta e verdure biologiche,01.1.6.8,01.1.7.2,False,False
pistacchi 200 g conad,ortofrutta frutta secca,01.1.6.9,,False,False
semplicemente frutta fit mix 30 g,ortofrutta frutta secca,01.1.6.7,01.1.8.3,False,False
mandorle pelate conad bs.100g,ortofrutta frutta e vegetali secchi,01.1.6.8,01.2.1.0,False,False
"""mango""""noberasco""""bs 250g""",ortofrutta frutta e vegetali secchi,01.1.6.7,,False,False
fatina fitness mix snack ideale per lo sport 150 g,ortofrutta frutta secca,01.1.6.9,01.2.1.0,False,False
noci sgusciate 40 g,ortofrutta frutta secca,01.1.6.8,01.1.7.2,False,False
conad verso natura bio mix dinamico biologico 150 g,ortofrutta frutta e verdure biologiche,01.1.6.9,01.1.7.2,False,False
conad verso natura bio semi di chia biologici 150 g,ortofrutta frutta e verdure biologiche,01.1.6.9,01.1.7.2,False,False
ventura i nostri fichi pulled 250 g,ortofrutta frutta e vegetali secchi,01.1.6.7,01.1.7.2,False,False
mandorle sgusciate tostate senza sale gr 150 fatina,ortofrutta frutta secca,01.1.6.9,,False,False
mix energia a basso impat.glicemico,ortofrutta frutta secca,01.1.6.9,01.2.1.0,False,False
sunsweet prugne california premium denocciolate 500 g,ortofrutta frutta e vegetali secchi,01.1.6.7,01.1.7.2,False,False
arachidi sgusciati tostati senza sale gr 150 fatina,ortofrutta frutta secca,01.1.6.9,01.1.6.6,True,False
noci cile noberasco 500g,ortofrutta frutta e vegetali secchi,01.1.6.8,01.2.1.0,False,False
noberasco fichi fioroni giganti isole dell'egeo 250 g,ortofrutta frutta e vegetali secchi,01.1.6.7,,False,False
"conad piacersi cranberries, prugne, mandorle e nocciole 40 g",ortofrutta frutta secca,01.1.6.9,01.1.7.2,False,False
"""noci """"madi&ventura"""" bst 350g""",ortofrutta frutta e vegetali secchi,01.1.6.8,01.1.7.2,False,False
semplicemente frutta cocco essiccato 25 g,ortofrutta frutta e vegetali secchi,01.1.6.7,01.2.1.0,False,False
noberasco frutta selezionata zenzero 250 g,ortofrutta frutta e vegetali secchi,01.1.6.9,,False,False
misto salato 100 g,ortofrutta frutta secca,01.1.6.9,01.1.7.2,False,False
conad mandorle tostate e salate 150 g,ortofrutta frutta secca,01.1.6.9,01.1.7.2,False,False
"conad verso natura bio mix gustoso uva sultanina, mandorle, nocciole e noci biologico 40 g",ortofrutta frutta e verdure biologiche,01.1.6.9,01.1.7.2,False,False
noci sgusciate bio 30g fatina,ortofrutta frutta e verdure biologiche,01.1.6.8,01.1.7.2,False,False
conad mix gusto piccante 175 g,ortofrutta frutta secca,01.1.6.9,01.2.1.0,False,False
semi di girasole decorticati 150g verso natura bio conad,ortofrutta frutta e verdure biologiche,01.1.9.4,,False,False
ventura i nostri datteri di tunisia deglet nour - categoria 1 in ramo 500 g,ortofrutta frutta e vegetali secchi,01.1.6.7,01.1.7.4,False,False
anacardi tostati 40 g,ortofrutta frutta secca,01.1.6.9,01.1.7.2,False,False
mandorle sgusciate 50 g,ortofrutta frutta secca,01.1.6.8,01.2.1.0,False,False
noci jumbo cile 500 g conad,ortofrutta frutta secca,01.1.6.8,01.1.7.2,False,False
conad prugne denocciolate 250 g,ortofrutta frutta secca,01.1.6.7,01.2.1.0,False,False
semplicemente frutta power mix 30 g,ortofrutta frutta secca,01.1.6.7,01.2.1.0,False,False
conad arachidi tostate e salate 300 g,ortofrutta frutta secca,01.1.6.9,01.1.7.9,True,False
arachidi ricoperte gusto paprika 150 g conad,ortofrutta frutta secca,01.1.6.9,,False,False
conad prugne denocciolate 500 g,ortofrutta frutta secca,01.1.6.7,01.1.7.2,False,False
conad verso natura bio mandorle sgusciate biologiche 70 g,ortofrutta frutta e verdure biologiche,01.1.6.8,01.2.1.0,False,False
fatina snack frutta secca tostata al naturale pistacchi tostati senza sale 150 g,ortofrutta frutta secca,01.1.6.9,01.2.1.0,True,False
pistacchi in granella 15 g,ortofrutta frutta secca,01.1.6.9,01.1.7.2,False,False
noberasco viva la castagna 100 g,ortofrutta frutta e vegetali secchi,01.1.6.8,01.1.7.2,False,False
semplicemente frutta ananas essiccato 25 g,ortofrutta frutta secca,01.1.6.7,01.1.8.3,False,False
ventura le noci buone 350 g,ortofrutta frutta e vegetali secchi,01.1.6.8,01.1.7.2,False,False
semi di lino 150g verso natura bio conad,ortofrutta frutta e verdure biologiche,01.1.6.9,,False,False
"conad piacersi semi di girasole, mandorle, goji e mirtilli 40 g",ortofrutta frutta secca,01.1.6.9,01.2.1.0,False,False
noberasco bio crokkamela spicchi di mele 20 g,ortofrutta frutta e verdure biologiche,01.1.6.9,,False,False
conad pinoli 80 g,ortofrutta frutta e vegetali secchi,01.1.6.8,01.1.7.2,False,False
noberasco viva il fico 200 g,ortofrutta frutta e vegetali secchi,01.1.6.7,01.1.7.2,False,False
datteri fatina top qual.vass.250g,ortofrutta frutta secca,01.1.6.7,,False,False
conad nocciole tostate e pelate 250 g,ortofrutta frutta secca,01.1.6.9,01.1.7.2,True,False
pistacchi tostati leggermente salati 40 g,ortofrutta frutta secca,01.1.6.9,01.1.7.2,False,False
noberasco noci sgusciate 100 g,ortofrutta frutta e vegetali secchi,01.1.6.8,01.1.7.2,False,False
tacchino arrosto tagliere d/tradiz.,formaggi e salumi salumi confezionati,01.1.2.3,01.1.1.3,True,False
galbani galbanella la mortadella 430 g,formaggi e salumi salumi confezionati,01.1.2.3,,False,False
pinoli siberiani fatina 40g,ortofrutta frutta secca,01.1.6.8,,False,False
pinoli sgusciati g 30 verso natura bio conad,ortofrutta frutta e verdure biologiche,01.1.6.8,01.1.7.3,False,False
fatina snack frutta secca tostata al naturale arachidi 150 g,ortofrutta frutta secca,01.1.6.9,01.1.6.6,True,False
"conad verso natura bio mix gustoso uva sultanina, mandorle, nocciole e noci biologico 150 g",ortofrutta frutta e verdure biologiche,01.1.6.9,01.1.7.2,False,False
anacardi verso natura bio 30g,ortofrutta frutta e vegetali secchi,01.1.6.8,01.1.7.2,False,False
mandorle sgusciate 100 g conad,ortofrutta frutta secca,01.1.6.8,01.1.7.2,False,False
conad semi di zucca 250 g,ortofrutta frutta secca,01.1.9.4,01.1.8.9,False,False
noberasco viva la pera 120 g,ortofrutta frutta e vegetali secchi,01.1.6.7,01.1.6.4,False,False
prugne denocciolate 500 g conad,ortofrutta frutta secca,01.1.6.7,01.1.7.2,False,False
ventura bbshot 94kcal* mix di uva viola albicocche e mandorle 25 g,ortofrutta frutta e vegetali secchi,01.1.6.9,01.2.1.0,False,False
noberasco viva i datteri 200 g,ortofrutta frutta e vegetali secchi,01.1.6.7,01.1.7.2,False,False
mandorle a fette 30 g,ortofrutta frutta secca,01.1.6.9,01.1.7.2,False,False
mandorle sgusc.conad bs.100g,ortofrutta frutta e vegetali secchi,01.1.6.8,01.2.1.0,False,False
uva sultanina 250 g conad,ortofrutta frutta secca,01.1.6.7,01.1.6.9,False,False
pistacchi sgusciati 20 g,ortofrutta frutta secca,01.1.6.9,,False,False
castagne morbide italiane 100g,ortofrutta frutta fresca,01.1.6.9,01.1.7.1,False,False
prugne denocciolate orig. francia,ortofrutta frutta e vegetali secchi,01.1.6.7,01.1.7.2,False,False
albicocche senza nocciolo essiccate g150 verso natura bio conad,ortofrutta frutta e verdure biologiche,01.1.6.7,01.1.7.2,False,False
"conad piacersi pistacchi, cranberries, noci brasile e noci 40 g",ortofrutta frutta secca,01.1.6.9,01.1.6.2,False,False
conad arachidi ricoperte gusto paprika 150 g,ortofrutta frutta secca,01.1.6.9,01.1.7.2,True,False
noberasco datteri medjoul limited edition 200 g,ortofrutta frutta e vegetali secchi,01.1.6.7,01.1.7.2,False,False
nocciole sgusciate 40 g,ortofrutta frutta secca,01.1.6.8,01.2.1.0,False,False
semi di zucca tostati salati 80 g,ortofrutta frutta secca,01.1.9.4,,False,False
ventura arachidi 250 g,ortofrutta frutta secca,01.1.6.9,,True,False
arachidi salate tostate gemme bonta,ortofrutta frutta secca,01.1.6.9,,False,False
conad noci sgusciate cile 170 g,ortofrutta frutta secca,01.1.6.8,01.1.7.2,False,False
prugne con nocciolo extra large 500 g conad,ortofrutta frutta secca,01.1.6.7,,True,False
"mandorle, anacardi, ananas e cranberries 40 g conad",ortofrutta frutta secca,01.1.6.9,01.1.8.3,False,False
ventura bbmix focus 150 g,ortofrutta frutta e vegetali secchi,01.1.6.9,01.1.7.2,False,False
arachidi 250 g conad,ortofrutta frutta secca,01.1.6.9,01.1.8.3,True,False
nocciole sgusciate 250 g conad,ortofrutta frutta secca,01.1.6.8,,False,False
"noci pecan, mandorle e uva di corinto 40 g conad",ortofrutta frutta secca,01.1.6.9,01.2.1.0,False,False
conad prugne con nocciolo extra large 250 g,ortofrutta frutta secca,01.1.6.7,01.2.1.0,False,False
pata sfizzy pistacchi tostati - salati 150 g,ortofrutta frutta secca,01.1.6.9,01.1.7.9,False,False
pinoli maritt. del tirreno s&d 30g,ortofrutta frutta e vegetali secchi,01.1.6.8,01.2.1.0,False,False
mandorle sgusciate 70g verso natura bio conad,ortofrutta frutta e verdure biologiche,01.1.6.8,01.1.7.4,False,False
mandorle pelate 100 g conad,ortofrutta frutta secca,01.1.6.8,01.1.7.2,False,False
conad verso natura bio pinoli sgusciati biologici 30 g,ortofrutta frutta e verdure biologiche,01.1.6.8,01.1.7.2,False,False
ventura bbmix fibra 150 g,ortofrutta frutta e vegetali secchi,01.1.6.9,01.1.7.2,False,False
ventura i nostri fichi lerida 250 g,ortofrutta frutta e vegetali secchi,01.1.6.7,01.1.7.2,False,False
noci sgusciate origine cile,ortofrutta frutta e vegetali secchi,01.1.6.8,01.2.1.0,False,False
mandorle sgusciate 250 g conad,ortofrutta frutta secca,01.1.6.8,01.1.7.2,False,False
mister nut wellness mix per insalate 125g,ortofrutta frutta secca,01.1.6.9,01.2.1.0,True,False
"""cocco bello""""nob""""100g""",ortofrutta frutta e vegetali secchi,01.1.6.7,01.1.7.2,False,False
arachidi tost.n/salate gemme bont,ortofrutta frutta secca,01.1.6.9,01.1.7.2,False,False
mandorle pelate bio 30g fatina,ortofrutta frutta e verdure biologiche,01.1.6.8,01.1.7.4,False,False
"noberasco EUR 0,99 goji berry 30 g",ortofrutta frutta e vegetali secchi,01.1.6.7,01.1.6.6,False,False
"noberasco EUR 0,99 uva sultanina 150 g",ortofrutta frutta e vegetali secchi,01.1.6.7,01.1.6.9,False,False
"noberasco EUR 0,99 noci sgusciate 40 g",ortofrutta frutta e vegetali secchi,01.1.6.8,,False,False
"noberasco EUR 0,99 misto tropicale 80 g",ortofrutta frutta e vegetali secchi,01.1.6.7,01.2.1.0,False,False
"noberasco EUR 0,99 mandorle pelate 40 g",ortofrutta frutta e vegetali secchi,01.1.6.8,01.1.7.2,False,False
"noberasco EUR 0,99 pistacchio tostato salato 40 g",ortofrutta frutta e vegetali secchi,01.1.6.9,01.1.7.2,False,False
"noberasco EUR 0,99 misto piccante 100 g",ortofrutta frutta e vegetali secchi,01.1.6.9,01.1.7.2,False,False
"noberasco EUR 0,99 banana chips 100 g",ortofrutta frutta e vegetali secchi,01.1.6.7,01.1.7.7,False,False
"noberasco EUR 0,99 mandorle affettate 40 g",ortofrutta frutta e vegetali secchi,01.1.6.9,01.1.7.4,False,False
"noberasco EUR 0,99 mirtilli rossi 50 g",ortofrutta frutta e vegetali secchi,01.1.6.7,01.1.7.2,False,False
"noberasco EUR 0,99 zenzero 70 g",ortofrutta frutta e vegetali secchi,01.1.6.9,01.2.1.0,False,False
"noberasco EUR 0,99 arachidi cotte al forno 100 g",ortofrutta frutta e vegetali secchi,01.1.6.9,01.1.6.6,True,False
"noberasco EUR 0,99 mandorle sgusciate 50 g",ortofrutta frutta e vegetali secchi,01.1.6.8,,False,False
"noberasco EUR 0,99 nocciole sgusciate 40 g",ortofrutta frutta e vegetali secchi,01.1.6.8,01.1.7.2,False,False
"noberasco EUR 0,99 nocciole granella 30 g",ortofrutta frutta e vegetali secchi,01.1.6.9,,True,False
"noberasco EUR 0,99 semi di zucca tostati 50 g",ortofrutta frutta e vegetali secchi,01.1.6.9,,False,False
ventura le nostre dolci bonta mirtilli 100 g,ortofrutta frutta e vegetali secchi,01.1.6.7,01.1.7.2,False,False
mango disidratato origine thailandia,ortofrutta frutta e vegetali secchi,01.1.6.7,01.2.1.0,False,False
mango disidrato thailandia vasch,ortofrutta frutta e vegetali secchi,01.1.6.7,01.1.7.2,False,False
lamponi vasch.gr.125 italia i cat.,ortofrutta frutta fresca,01.1.6.4,01.1.7.2,True,False
mirtilli vass.125g i cat,ortofrutta frutta fresca,01.1.6.4,01.2.1.0,True,False
mirtilli peru conad vs.125g,ortofrutta frutta fresca,01.1.6.4,01.1.7.2,False,False
misto bosco 125 g i cat,ortofrutta frutta fresca,01.1.6.4,01.2.1.0,False,False
"""fragole""""i""""22+ ita cs 250g""",ortofrutta frutta fresca,01.1.6.4,01.1.7.2,False,False
lamponi italia conad vs.125g,ortofrutta frutta fresca,01.1.6.4,01.1.7.2,False,False
more 125g conad p.q. 3x4 i cat,ortofrutta frutta fresca,01.1.6.4,01.1.7.2,True,False
mix uva orig.varie,ortofrutta frutta e vegetali secchi,01.1.6.5,01.1.7.2,False,False
mirtilli italia conad vs.125g,ortofrutta frutta fresca,01.1.6.4,01.1.7.2,False,False
ribes italia conad vs.125g,ortofrutta frutta fresca,01.1.6.4,01.1.7.2,False,False
mirtilli cile 152 g conad,ortofrutta frutta fresca,01.1.6.4,01.1.7.2,True,False
