Code,Description
12.3.2,Articles funéraires : urnes funéraires
12.3.2,Réparation de ces articles
12.3.2,Sont inclus : le fluide à briquets
12.3.2,Sont inclus : les thermomètres muraux
12.3.2,Sont inclus : baromètres muraux
12.4.0,Protection sociale
12.4.0,Accueil avec hébergement pour personnes âgées dans des maisons de retraite
12.4.0,Accueil avec hébergement pour personnes handicapées dans des résidences spécialisées
12.4.0,Accueil avec hébergement pour personnes en réadaptation dans des centres assurant un séjour et une assistance
12.4.0,Services d'aide à domicile pour personnes âgées
12.4.0,Services d'aide à domicile pour personnes handicapées
12.4.0,Services d'aide ménagère à domicile
12.4.0,Services de repas à domicile
12.4.0,Services de garderie à domicile
12.4.0,Centres de vacances pour personnes âgées
12.4.0,Centres de vacances pour personnes handicapées
12.4.0,Services de nourrices pour enfants
12.4.0,Services de crèches pour enfants
12.4.0,Services de garderies pour enfants
12.4.0,Services d'accueil pour enfants dans d'autres établissements
12.4.0,Services de conseil pour familles
12.4.0,Services d'orientation pour familles
12.4.0,Services d'arbitrage pour familles
12.4.0,Services de placement en famille d'accueil
12.4.0,Services d'adoption
12.5.1,Assurance-vie
12.5.1,Rémunération des services d'assurance-vie
12.5.1,Rémunération des services d'assurance décès
12.5.1,Rémunération des services d'assurance éducation
12.5.2,Assurance habitation
12.5.2,Rémunération des services d'assurance versée par les propriétaires-occupants pour s'assurer contre les risques que couvrent généralement les polices souscrites par les locataires contre l'incendie
12.5.2,Rémunération des services d'assurance versée par les propriétaires-occupants pour s'assurer contre les risques que couvrent généralement les polices souscrites par les locataires contre le vol
12.5.2,Rémunération des services d'assurance versée par les propriétaires-occupants pour s'assurer contre les risques que couvrent généralement les polices souscrites par les locataires contre les dégâts des eaux
12.5.2,Rémunération des services d'assurance versée par les locataires pour s'assurer contre les risques que couvrent généralement les polices souscrites par les locataires contre l'incendie
12.5.2,Rémunération des services d'assurance versée par les locataires pour s'assurer contre les risques que couvrent généralement les polices souscrites par les locataires contre le vol
12.5.2,Rémunération des services d'assurance versée par les locataires pour s'assurer contre les risques que couvrent généralement les polices souscrites par les locataires contre les dégâts des eaux
12.5.3,Assurance maladie
12.5.3,Rémunération des services d'assurance maladie
12.5.3,Rémunération des services d'assurance accident
12.5.4,Assurance transports
12.5.4,Rémunération des services d'assurance liés à l'utilisation des véhicules de tourisme
12.5.4,Rémunération des services d'assurance voyage
12.5.4,Rémunération des services d'assurance bagages
12.5.5,Autres assurances
12.5.5,Rémunération des services d'assurance responsabilité civile contre les blessures causées aux personnes
12.5.5,Rémunération des services d'assurance responsabilité civile contre les dommages causés à la propriété de tiers
12.6.1,Coût des services d'intermédiation financière indirectement mesurés
12.6.1,Coût des services d'intermédiation financière indirectement mesurés
12.6.2,Autres services financiers n.c.a.
12.6.2,Frais effectivement facturés par les banques
12.6.2,Frais effectivement facturés par les bureaux de poste
12.6.2,Frais effectivement facturés par les caisses d'épargne
12.6.2,Frais effectivement facturés par les bureaux de change
12.6.2,Frais effectivement facturés par les institutions financières
12.6.2,Commissions des agents de change
12.6.2,Rémunération des services des agents de change
12.6.2,Commissions des conseillers en placement
12.6.2,Rémunération des services des conseillers en placement
12.6.2,Commissions des conseils fiscaux
12.6.2,Rémunération des services des conseils fiscaux
12.6.2,Frais administratifs prélevés par les fonds de pension
12.6.2,Frais administratifs prélevés par les institutions analogues
12.7.0,Autres services n.c.a.
12.7.0,Montants versés à des conseillers juridiques
12.7.0,Montants versés à des bureaux de placement
12.7.0,Montants versés à des services de pompes funèbres
12.7.0,Montants versés à des services analogues aux services de pompes funèbres
12.7.0,Montants versés à des agences immobilières
12.7.0,Montants versés à des services de logement
12.7.0,Montants versés à des commissaires priseurs
12.7.0,Montants versés à des établissements de vente aux enchères
12.7.0,Montants versés à des établissements de courtage
12.7.0,Frais de photocopie
12.7.0,Frais de reprographie
12.7.0,Frais d'établissement de certificats de naissance
12.7.0,Frais d'établissement de certificats de mariage
12.7.0,Frais d'établissement de certificats de décès
12.7.0,Frais d'établissement d'autres documents administratifs
12.7.0,Frais de parution d'annonces dans la presse
12.7.0,Frais de parution de publicités dans la presse
12.7.0,Montants versés à des graphologues
12.7.0,Montants versés à des astrologues
12.7.0,Montants versés à des détectives privés
12.7.0,Montants versés à des gardes du corps
12.7.0,Montants versés à des agences matrimoniales
12.7.0,Montants versés à des conseillers matrimoniaux
12.7.0,Montants versés à des écrivains publics
12.7.0,Montants versés à des détenteurs de concessions de chaises
12.7.0,Montants versés à des détenteurs de concessions de toilettes
12.7.0,Montants versés à des détenteurs de concessions de vestiaires
13.1.0,Logement
13.1.0,Logement
13.2.1,Produits pharmaceutiques
13.2.1,Produits pharmaceutiques comme indiqué sous 02.1.1 dans la COPNI
13.2.1,Produits pharmaceutiques correspondant à 06.1.1
13.2.1,Produits pharmaceutiques correspondant à 14.2.1
13.2.2,Produits médicaux divers
13.2.2,Médicaments sur ordonnance
13.2.2,Médicaments en vente libre
13.2.2,Produits pharmaceutiques
13.2.2,Suppléments nutritionnels
13.2.2,Vitamines et minéraux
13.2.2,Produits pour le soin des plaies
13.2.2,Produits pour le soin des yeux
13.2.2,Produits pour le soin de la peau
13.2.2,Produits pour le soin des oreilles
13.2.2,Produits pour le soin des pieds
13.2.2,Produits pour le soin des cheveux
13.2.2,Produits pour le soin des ongles
13.2.2,Produits pour le soin de la bouche
13.2.2,Produits pour le soin des dents
13.2.2,Produits pour le soin des gencives
13.2.2,Produits pour le soin de la langue
13.2.2,Produits pour le soin de la gorge
13.2.2,Produits pour le soin du nez
13.2.2,Produits pour le soin des sinus
13.2.2,Produits pour le soin des lèvres
13.2.2,Produits pour le soin des mains
13.2.2,Produits pour le soin des jambes
13.2.2,Produits pour le soin des bras
13.2.2,Produits pour le soin du cou
13.2.2,Produits pour le soin du dos
13.2.2,Produits pour le soin de la poitrine
13.2.2,Produits pour le soin de l'estomac
13.2.2,Produits pour le soin des intestins
13.2.2,Produits pour le soin du foie
13.2.2,Produits pour le soin des reins
13.2.2,Produits pour le soin de la vessie
13.2.2,Produits pour le soin des organes génitaux
13.2.2,Produits pour le soin des seins
13.2.2,Produits pour le soin des pieds
13.2.2,Produits pour le soin des orteils
13.2.2,Produits pour le soin des ongles des pieds
13.2.2,Produits pour le soin des jambes
13.2.2,Produits pour le soin des cuisses
13.2.2,Produits pour le soin des hanches
13.2.2,Produits pour le soin des fesses
13.2.2,Produits pour le soin des organes génitaux externes
13.2.2,Produits pour le soin des organes génitaux internes
13.2.2,Produits pour le soin de la prostate
13.2.2,Produits pour le soin des testicules
13.2.2,Produits pour le soin du pénis
13.2.2,Produits pour le soin du scrotum
13.2.2,Produits pour le soin du vagin
13.2.2,Produits pour le soin de l'utérus
13.2.2,Produits pour le soin des ovaires
13.2.2,Produits pour le soin des trompes de Fallope
13.2.2,Produits pour le soin du col de l'utérus
13.2.2,Produits pour le soin du clitoris
13.2.2,Produits pour le soin des lèvres vaginales
13.2.2,Produits pour le soin de l'anus
13.2.2,Produits pour le soin du rectum
13.2.2,Produits pour le soin du côlon
13.2.2,Produits pour le soin de l'intestin grêle
13.2.2,Produits pour le soin de l'estomac
13.2.2,Produits pour le soin de l'œsophage
13.2.2,Produits pour le soin de la bouche
13.2.2,Produits pour le soin de la langue
13.2.2,Produits pour le soin des dents
13.2.2,Produits pour le soin des gencives
13.2.2,Produits pour le soin des lèvres
13.2.2,Produits pour le soin de la gorge
13.2.2,Produits pour le soin du nez
13.2.2,Produits pour le soin des sinus
13.2.2,Produits pour le soin des oreilles
13.2.2,Produits pour le soin des yeux
13.2.2,Produits pour le soin de la peau
13.2.2,Produits pour le soin des cheveux
13.2.2,Produits pour le soin des ongles
13.2.2,Produits pour le soin des pieds
13.2.2,Produits pour le soin des mains
13.2.2,Produits pour le soin des jambes
13.2.2,Produits pour le soin des bras
13.2.2,Produits pour le soin du cou
13.2.2,Produits pour le soin du dos
13.2.2,Produits pour le soin de la poitrine
13.2.2,Produits pour le soin de l'estomac
13.2.2,Produits pour le soin des intestins
13.2.2,Produits pour le soin du foie
13.2.2,Produits pour le soin des reins
13.2.2,Produits pour le soin de la vessie
13.2.2,Produits pour le soin des organes génitaux
13.2.2,Produits pour le soin des seins
13.2.3,Appareils et matériels thérapeutiques
13.2.3,Appareils thérapeutiques
13.2.3,Matériels thérapeutiques
13.2.4,Services médicaux ambulatoires
13.2.4,"Services médicaux ambulatoires fournis dans des établissements de soins de santé, comme indiqué sous 02.2.1 dans la COPNI."
13.2.4,"Services médicaux ambulatoires fournis par des professionnels de la santé indépendants, comme indiqué sous 06.2.1."
13.2.4,"Services médicaux ambulatoires fournis par des professionnels de la santé associés à des établissements de soins de santé, comme indiqué sous 14.2.4."
13.2.5,Services dentaires ambulatoires
13.2.5,Services dentaires ambulatoires
13.2.5,Comme indiqué sous 02.2.2 dans la COPNI
13.2.5,Correspond à (06.2.2)
13.2.5,Correspond à (14.2.5)
13.2.6,Services paramédicaux ambulatoires
13.2.6,Services paramédicaux ambulatoires comme indiqué sous 02.2.3 dans la COPNI
13.2.6,Services paramédicaux ambulatoires correspondant à 06.2.3
13.2.6,Services paramédicaux ambulatoires correspondant à 14.2.6
13.2.7,Services hospitaliers
13.2.7,Services hospitaliers correspondant à la catégorie 02.3.0 dans la COPNI
13.2.7,Services hospitaliers correspondant à la catégorie 06.3.0
13.2.7,Services hospitaliers correspondant à la catégorie 14.2.7
13.2.8,Autres services de santé
13.2.8,Services de soins ambulatoires
13.2.8,Services de soins à domicile
13.2.8,Services de postcure
13.3.1,Services récréatifs et sportifs
13.3.1,Services récréatifs et sportifs conformes à la classification COPNI 03.1.0
13.3.1,Services récréatifs et sportifs correspondant à la classification 09.4.1
13.3.1,Services récréatifs et sportifs correspondant à la classification 14.3.1
13.3.2,Services culturels
13.3.2,Services culturels.
13.3.2,Comme indiqué sous 03.2.0 dans la COPNI.
13.3.2,Correspond à (09.4.2) et (14.3.2).
13.4.1,Enseignement préélémentaire et primaire
13.4.1,Enseignement préélémentaire
13.4.1,Enseignement primaire
13.4.1,Comme indiqué sous 04.1.0 dans la COPNI
13.4.1,Correspond à (10.1.0)
13.4.1,Correspond à (14.4.1)
13.4.2,Enseignement secondaire
13.4.2,Enseignement secondaire correspondant à la catégorie 04.2.0 dans la COPNI
13.4.2,Enseignement secondaire correspondant à la catégorie 10.2.0
13.4.2,Enseignement secondaire correspondant à la catégorie 14.4.2
13.4.3,Enseignement postsecondaire non supérieur
13.4.3,Enseignement postsecondaire non supérieur
13.4.3,Comme indiqué sous 04.3.0 dans la COPNI
13.4.3,Correspond à (10.3.0)
13.4.3,Correspond à (14.4.3)
13.4.4,Enseignement supérieur
13.4.4,Enseignement supérieur correspondant à la catégorie 04.4.0 dans la COPNI
13.4.4,Enseignement supérieur correspondant à la catégorie 10.4.0
13.4.4,Enseignement supérieur correspondant à la catégorie 14.4.4
13.4.5,Enseignement non défini par niveau
13.4.5,Enseignement non défini par niveau
13.4.5,Comme indiqué sous 04.5.0 dans la COPNI
13.4.5,Correspond à (10.5.0)
13.4.5,Correspond à (14.4.5)
13.4.6,Autres services d'enseignement
13.4.6,Cours particuliers de mathématiques pour élèves du secondaire
13.4.6,Ateliers de peinture pour adultes
13.4.6,Leçons de piano pour enfants
13.4.6,Formations en informatique pour professionnels
13.4.6,Classes de langue pour étrangers
13.4.6,Séminaires de développement personnel
13.4.6,Workshops de photographie
13.4.6,Cours de cuisine pour amateurs
13.4.6,Coaching en préparation d'examens
13.4.6,Cours de soutien scolaire
13.4.6,Formations en management pour cadres
13.5.0,Protection sociale
13.5.0,Sécurité sociale contributions
13.5.0,Sécurité sociale prestations
13.5.0,Assurance-vie
13.5.0,Assurance habitation
13.5.0,Assurance santé
13.5.0,Assurance automobile
13.5.0,Assurance accidents
13.5.0,Assurance décès
13.5.0,Assurance transport
13.5.0,Assurance biens personnels
13.5.0,Assurance responsabilité civile
13.5.0,Assurance incendie
13.5.0,Assurance fraude et responsabilité
13.5.0,Assurance perte d'emploi
13.5.0,Assurance interruption d'activité
13.5.0,Assurance légale
13.5.0,Assurance crédit
13.5.0,Assurance caution
13.5.0,Assurance animaux
13.5.0,Assurance voyage
13.5.0,Assurance événements
13.5.0,Assurance assistance
13.5.0,Assurance retraite
13.5.0,Assurance épargne
13.5.0,Assurance investissement
13.6.1,Cultes
13.6.1,Cultes - Comme indiqué sous 06.0.0 dans la COPNI
13.6.2,Partis politiques et organisations professionnelles et syndicales
13.6.2,Partis politiques 
13.6.2,Organisations professionnelles 
13.6.2,Organisations syndicales 
13.6.3,Protection de l'environnement
13.6.3,Protection de l'environnement conforme à la COPNI 08.1.0
13.6.3,Protection de l'environnement conforme à la COPNI 08.2.0
13.6.4,Services n.c.a.
13.6.4,Services non classés ailleurs - Comme indiqué sous 09.1.0 et 09.2.0 dans la COPNI
14.1.0,Logement
14.1.0,Logement - Comme indiqué sous 10.6.0 dans la COFOG
14.1.0,Correspond à (04.1.1)
14.1.0,Correspond à (13.1.0)
14.2.1,Produits pharmaceutiques
14.2.1,Produits pharmaceutiques de la catégorie 07.1.1 dans la COFOG
14.2.1,Produits correspondant à la catégorie 06.1.1
14.2.1,Produits correspondant à la catégorie 13.2.1
14.2.2,Produits médicaux divers
14.2.2,Médicaments sur ordonnance
14.2.2,Médicaments non prescrits
14.2.2,Produits pharmaceutiques
14.2.2,Vitamines et suppléments
14.2.2,Produits de premiers soins
14.2.2,Matériel médical pour usage domestique
